,race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
1856,black,female,2012-11-01,60626,93160,home,3.8785338822768467,360,661463,True,0.16,AP201211-2-29
1857,white,female,2012-04-01,60625,18452,personal,9.426479315348606,60,561,False,0.14,AP20124-3-30
1858,white,female,2011-02-01,60637,25668,home,4.522935025859147,300,201046,False,0.16,AP20112-1-44
1859,hispanic/latino,male,2014-05-01,60625,66695,home,6.525505011213452,300,481255,True,0.09,AP20145-2-51
1860,white,female,2013-01-01,60626,24206,auto,5.580461657009902,72,23367,False,0.14,AP20131-0-91
1861,black,male,2017-07-01,60626,16596,personal,12.237019179980255,18,3165,False,1.15,AP20177-0-16
1862,black,female,2011-02-01,60623,56067,home,1.6051675110902126,240,470184,False,0.16,AP20112-3-97
1863,white,female,2014-11-01,60625,10499,personal,17.777070943003203,24,3987,False,0.09,AP201411-1-20
1864,white,female,2018-08-01,60625,48251,personal,5.257482665846442,18,1912,False,1.91,AP20188-3-12
1865,other,male,2017-06-01,60626,68250,personal,15.364521982875651,18,16654,True,1.04,AP20176-3-83
1866,black,male,2013-11-01,60615,64213,auto,5.496483761273153,72,12804,False,0.08,AP201311-1-17
1867,asian,male,2015-09-01,60615,47126,personal,9.080078333202641,24,19867,True,0.14,AP20159-2-79
1868,white,female,2017-02-01,60615,48316,auto,5.789431462128009,72,29558,False,0.66,AP20172-3-81
1869,hispanic/latino,male,2016-06-01,60614,31388,auto,4.978187598417644,84,21714,True,0.38,AP20166-1-88
1870,black,female,2015-02-01,60623,8674,auto,4.233357670531491,72,15459,False,0.11,AP20152-3-88
1871,other,female,2015-07-01,60615,86323,home,1.4732684511340075,360,592792,False,0.13,AP20157-1-58
1872,white,male,2018-08-01,60625,7702,personal,12.351669822641695,48,167,False,1.91,AP20188-0-78
1873,black,male,2014-12-01,60623,37475,auto,4.9060571268923105,72,19052,False,0.12,AP201412-1-46
1874,black,female,2013-03-01,60623,22236,home,1.3867554749797115,180,146047,False,0.14,AP20133-1-76
1875,black,female,2011-12-01,60626,20815,home,3.875526460797019,360,197163,False,0.07,AP201112-0-69
1876,hispanic/latino,female,2013-10-01,60623,46220,personal,9.576790458863185,12,7034,False,0.09,AP201310-1-6
1877,black,male,2015-05-01,60637,43331,home,0.4023891359648871,240,273644,False,0.12,AP20155-3-42
1878,hispanic/latino,male,2018-02-01,60625,130163,home,4.189684776633651,180,794443,False,1.42,AP20182-0-45
1879,white,female,2017-04-01,60611,129109,auto,7.726267887236377,60,45344,True,0.9,AP20174-1-82
1880,other,female,2015-04-01,60615,49948,auto,5.012000067063316,72,12086,False,0.12,AP20154-3-79
1881,other,female,2015-09-01,60615,52577,auto,3.5001460979888654,84,21957,False,0.14,AP20159-2-11
1882,black,female,2012-08-01,60637,31381,auto,4.368272417764515,84,3670,False,0.13,AP20128-1-23
1883,other,male,2015-09-01,60614,139890,home,3.992035046875008,180,974998,False,0.14,AP20159-3-13
1884,black,male,2011-07-01,60637,4767,auto,4.578076864437165,60,18550,False,0.07,AP20117-0-15
1885,black,male,2016-03-01,60626,87008,auto,3.9655171177894495,84,77715,False,0.36,AP20163-1-30
1886,white,female,2016-04-01,60614,18481,auto,6.832731518807418,72,17176,True,0.37,AP20164-0-57
1887,black,male,2016-06-01,60626,35257,home,2.2637035870080684,180,274064,False,0.38,AP20166-0-63
1888,other,female,2016-03-01,60626,35310,auto,4.291798775101985,84,23541,False,0.36,AP20163-1-35
1889,black,female,2013-05-01,60637,55058,home,0.8708036119955037,300,395519,False,0.11,AP20135-0-89
1890,black,male,2012-08-01,60623,39766,home,7.495397574483047,240,306076,False,0.13,AP20128-3-47
1891,white,non-binary,2017-04-01,60625,19469,auto,4.92086055528331,72,11371,True,0.9,AP20174-2-12
1892,other,male,2017-07-01,60626,41825,home,3.7611603254622294,360,327010,False,1.15,AP20177-2-52
1893,other,female,2013-11-01,60614,295954,personal,8.271047562587503,48,15464,True,0.08,AP201311-1-32
1894,white,female,2011-10-01,60625,112558,personal,9.69670773479961,48,32257,True,0.07,AP201110-1-95
1895,asian,female,2012-01-01,60625,11980,auto,4.825926612426906,60,14882,True,0.08,AP20121-3-44
1896,black,female,2013-12-01,60626,56492,home,3.8862804476399524,180,381664,False,0.09,AP201312-0-30
1897,black,male,2018-06-01,60637,59351,home,6.394596005329372,300,468196,False,1.82,AP20186-0-1
1898,black,female,2018-09-01,60626,67109,home,5.983307737724308,360,448319,True,1.95,AP20189-3-7
1899,white,female,2017-12-01,60614,31288,personal,19.579187070682163,48,4499,True,1.3,AP201712-0-10
1900,black,female,2015-08-01,60637,57350,auto,5.848155851528994,72,52432,False,0.14,AP20158-0-10
1901,black,female,2013-06-01,60637,81155,auto,2.9651681876856735,60,25256,False,0.09,AP20136-2-50
1902,white,male,2014-08-01,60615,29020,personal,1.8942412914289195,12,2436,False,0.09,AP20148-1-83
1903,black,male,2018-09-01,60615,14593,auto,6.662476818172077,72,32313,False,1.95,AP20189-3-94
1904,black,male,2012-08-01,60626,29629,auto,5.489398557366559,60,23262,False,0.13,AP20128-3-92
1905,black,female,2018-10-01,60623,27051,auto,6.45016581461635,60,8616,False,2.19,AP201810-1-44
1906,white,male,2015-09-01,60614,102295,auto,4.843723093508388,72,19360,True,0.14,AP20159-0-0
1907,hispanic/latino,female,2015-12-01,60623,505,personal,8.855152346909215,12,200,False,0.24,AP201512-0-15
1908,black,male,2018-04-01,60623,60655,personal,8.307682134829639,18,3034,False,1.69,AP20184-0-22
1909,white,female,2017-12-01,60614,11772,home,4.042942793642398,360,88470,False,1.3,AP201712-2-63
1910,hispanic/latino,female,2017-03-01,60626,1873,auto,6.424022261228817,60,16017,False,0.79,AP20173-1-46
1911,black,male,2017-08-01,60623,14575,auto,7.7625338517006535,72,9655,False,1.16,AP20178-1-35
1912,black,female,2013-05-01,60615,25130,personal,5.190690853476038,18,11815,False,0.11,AP20135-3-44
1913,other,male,2016-01-01,60625,74392,personal,13.406760946240034,48,24242,True,0.34,AP20161-2-10
1914,hispanic/latino,male,2011-05-01,60623,29883,personal,7.511706966254358,48,273,False,0.09,AP20115-0-44
1915,black,male,2018-11-01,60623,10477,home,3.1481544602494886,180,92966,False,2.2,AP201811-1-71
1916,hispanic/latino,male,2015-11-01,60625,10406,personal,2.0689850465673194,18,1631,False,0.12,AP201511-3-90
1917,black,male,2018-09-01,60625,90984,auto,8.086819299917586,84,50583,True,1.95,AP20189-2-47
1918,hispanic/latino,male,2018-01-01,60625,132030,home,7.367100319601566,360,785450,True,1.41,AP20181-1-34
1919,hispanic/latino,female,2016-12-01,60623,46191,personal,14.01030528570297,60,7206,True,0.54,AP201612-3-100
1920,hispanic/latino,male,2012-04-01,60623,36247,home,3.981680617274802,360,293571,False,0.14,AP20124-2-97
1921,hispanic/latino,male,2016-04-01,60625,137226,personal,9.862549828596572,60,37371,True,0.37,AP20164-0-18
1922,other,female,2014-09-01,60637,33311,auto,3.8173438111660953,72,34866,False,0.09,AP20149-2-57
1923,other,male,2011-10-01,60626,10991,personal,6.266677592811201,24,1548,False,0.07,AP201110-3-11
1924,other,male,2016-12-01,60615,40679,auto,6.781633596177736,72,49811,False,0.54,AP201612-2-55
1925,other,male,2018-07-01,60611,120665,home,4.796907865558791,180,710952,False,1.91,AP20187-2-6
1926,white,male,2011-05-01,60625,122310,home,3.9344162249392465,360,958457,True,0.09,AP20115-2-62
1927,hispanic/latino,female,2015-07-01,60623,37944,home,3.4756074661412932,360,281194,False,0.13,AP20157-0-82
1928,hispanic/latino,male,2016-01-01,60625,134113,home,4.787155152831448,360,868651,True,0.34,AP20161-2-22
1929,other,female,2017-05-01,60614,190724,home,3.8189004978552283,180,1439694,False,0.91,AP20175-2-19
1930,other,male,2016-06-01,60637,25649,personal,13.159895477136994,12,6723,False,0.38,AP20166-2-33
1931,other,female,2018-09-01,60615,17360,personal,4.888155487735114,12,507,False,1.95,AP20189-1-61
1932,hispanic/latino,female,2015-04-01,60625,33776,auto,4.340352325112126,60,8613,False,0.12,AP20154-2-7
1933,white,male,2017-03-01,60614,145060,home,2.814575837592445,300,1057802,True,0.79,AP20173-0-64
1934,black,male,2013-04-01,60623,2330,personal,7.870837395014295,18,395,False,0.15,AP20134-0-49
1935,white,female,2011-01-01,60611,121630,home,4.2636149727919666,180,1025077,False,0.17,AP20111-1-90
1936,white,female,2017-03-01,60625,25839,auto,5.003225308638955,72,10010,True,0.79,AP20173-3-3
1937,white,female,2013-04-01,60614,57387,personal,10.15284952685541,12,10841,False,0.15,AP20134-1-49
1938,asian,male,2016-05-01,60611,68199,home,1.5402759834084065,360,455115,True,0.37,AP20165-3-98
1939,black,female,2016-10-01,60637,28041,home,4.413303201659074,240,196405,False,0.4,AP201610-2-3
1940,other,male,2014-02-01,60637,94233,home,1.0928435171724373,300,805115,False,0.07,AP20142-1-19
1941,hispanic/latino,female,2017-07-01,60623,40502,auto,6.012983808888885,72,2551,False,1.15,AP20177-0-79
1942,other,female,2015-07-01,60637,17768,personal,13.291752870024164,12,4244,False,0.13,AP20157-3-40
1943,black,female,2015-11-01,60623,38723,home,7.049396695912262,360,316427,False,0.12,AP201511-2-90
1944,white,female,2015-07-01,60614,91274,auto,6.315196315671788,72,6427,True,0.13,AP20157-1-84
1945,hispanic/latino,female,2011-05-01,60623,28334,personal,9.929454683400758,12,3583,False,0.09,AP20115-0-81
1946,black,female,2015-02-01,60637,90964,home,0.9848906337345916,300,706585,False,0.11,AP20152-1-12
1947,black,male,2015-05-01,60625,86398,home,6.083064594866406,180,440610,True,0.12,AP20155-3-28
1948,other,male,2016-01-01,60625,87187,home,3.366981365290058,300,624147,True,0.34,AP20161-1-89
1949,black,female,2018-10-01,60637,26271,auto,5.911530536366374,84,1783,False,2.19,AP201810-0-36
1950,hispanic/latino,male,2018-01-01,60623,72209,personal,8.614567214440791,18,20634,True,1.41,AP20181-2-57
1951,white,male,2011-10-01,60614,240560,home,4.734426330851389,360,1095495,True,0.07,AP201110-2-80
1952,black,female,2011-06-01,60626,106097,home,3.2996065658013514,240,769888,False,0.09,AP20116-0-16
1953,white,male,2014-12-01,60614,10768,home,4.275337908158204,240,83124,False,0.12,AP201412-1-6
1954,white,male,2012-09-01,60637,109,auto,4.8453366694337205,72,15049,False,0.14,AP20129-0-25
1955,white,male,2016-10-01,60625,27979,personal,15.59654041229924,12,4054,False,0.4,AP201610-0-58
1956,white,female,2011-11-01,60625,78838,personal,8.866956300962816,18,1122,False,0.08,AP201111-1-87
1957,black,female,2017-07-01,60637,48117,personal,9.51380028475635,12,5120,False,1.15,AP20177-1-72
1958,black,male,2011-05-01,60623,43851,home,0.7882165062794272,360,279142,False,0.09,AP20115-3-26
1959,other,male,2015-10-01,60623,18669,personal,9.95355317721228,48,3542,False,0.12,AP201510-0-85
1960,black,female,2018-04-01,60623,15034,auto,6.737290018946322,72,19854,False,1.69,AP20184-0-28
1961,black,female,2014-05-01,60615,35872,auto,3.8376210993002804,72,29181,False,0.09,AP20145-1-67
1962,black,female,2011-03-01,60637,11771,personal,10.643814433775402,18,233,False,0.14,AP20113-3-30
1963,hispanic/latino,male,2013-06-01,60623,18533,home,3.586756302569156,360,126701,False,0.09,AP20136-2-99
1964,white,female,2017-03-01,60614,46151,auto,6.256279052259203,60,3471,False,0.79,AP20173-3-81
1965,other,female,2018-02-01,60626,28940,auto,5.90547261483843,72,5278,False,1.42,AP20182-1-100
1966,black,male,2013-10-01,60623,32084,auto,4.775679943303534,84,21369,False,0.09,AP201310-0-62
1967,hispanic/latino,female,2016-03-01,60623,46398,home,1.7148332823885322,240,278730,False,0.36,AP20163-0-9
1968,black,female,2011-11-01,60615,57926,auto,5.571715395581195,72,31129,True,0.08,AP201111-2-8
1969,white,female,2016-11-01,60611,155540,auto,2.945260913352034,72,32059,True,0.41,AP201611-2-3
1970,hispanic/latino,male,2012-07-01,60623,63205,home,2.9324181784884855,360,416926,False,0.16,AP20127-0-41
1971,white,female,2017-05-01,60625,31923,auto,5.304680665639151,84,5893,True,0.91,AP20175-1-77
1972,white,female,2014-02-01,60611,153638,home,1.5364103197761756,360,1082753,True,0.07,AP20142-1-51
1973,other,male,2017-08-01,60615,30290,home,2.7916257683051686,180,239984,False,1.16,AP20178-0-99
1974,white,male,2017-04-01,60614,2577,home,3.7814573871242922,240,15657,False,0.9,AP20174-0-27
1975,hispanic/latino,male,2011-05-01,60623,95881,home,3.8350384453869384,300,756221,False,0.09,AP20115-2-23
1976,black,male,2012-09-01,60623,67315,auto,4.03491946843367,60,67994,False,0.14,AP20129-1-43
1977,white,male,2013-11-01,60625,84117,auto,6.80958799755566,72,71587,True,0.08,AP201311-0-45
1978,white,female,2016-12-01,60614,241748,home,3.541630524620682,240,1473919,True,0.54,AP201612-1-26
1979,black,male,2012-02-01,60623,4396,personal,10.490653462843769,60,1896,False,0.1,AP20122-3-27
1980,white,male,2012-08-01,60626,9903,auto,5.030261931237185,72,16014,False,0.13,AP20128-0-33
1981,white,male,2018-02-01,60611,147645,home,1.5283676970622038,360,975613,True,1.42,AP20182-2-98
1982,black,male,2011-03-01,60626,46730,personal,8.707341757026377,24,10035,False,0.14,AP20113-0-80
1983,hispanic/latino,male,2016-09-01,60614,194267,home,0.47906278951496584,240,1667608,False,0.4,AP20169-3-69
1984,black,male,2017-07-01,60637,36935,auto,3.8744179303382826,60,9862,False,1.15,AP20177-1-56
1985,black,male,2018-05-01,60623,16703,personal,21.989565940502533,12,1839,False,1.7,AP20185-3-93
1986,white,female,2017-11-01,60614,132226,home,2.64837466139792,180,1012735,False,1.16,AP201711-2-53
1987,hispanic/latino,male,2017-06-01,60623,9702,personal,1.3333571874951007,12,238,False,1.04,AP20176-1-9
1988,white,female,2013-08-01,60615,60404,home,3.4422181455607945,360,356041,False,0.08,AP20138-2-18
1989,hispanic/latino,female,2014-09-01,60614,200310,home,3.5432038301656967,360,1246734,True,0.09,AP20149-0-2
1990,hispanic/latino,female,2018-08-01,60623,2485,personal,12.542826724321566,12,937,False,1.91,AP20188-0-56
1991,other,female,2015-12-01,60625,28896,home,2.4610351032840585,360,185115,True,0.24,AP201512-3-99
1992,black,female,2017-06-01,60615,30507,personal,11.841213282597867,18,9596,False,1.04,AP20176-2-10
1993,white,male,2017-12-01,60614,61390,home,4.846426359990723,360,482122,True,1.3,AP201712-1-82
1994,white,male,2018-08-01,60614,43385,home,7.450709113896641,240,314505,True,1.91,AP20188-2-33
1995,black,male,2016-02-01,60615,77159,home,2.813352053980753,360,493130,False,0.38,AP20162-2-82
1996,black,female,2018-09-01,60611,116780,personal,17.075516546307668,12,10257,False,1.95,AP20189-2-5
1997,hispanic/latino,male,2012-04-01,60623,13877,personal,7.471394720898803,60,4967,False,0.14,AP20124-3-75
1998,black,male,2011-12-01,60615,82768,home,4.580179534572133,360,557902,True,0.07,AP201112-0-15
1999,white,female,2018-05-01,60626,33796,auto,6.618270730932384,72,30268,False,1.7,AP20185-0-4
2000,other,female,2012-06-01,60615,84635,auto,5.889080139392808,60,32580,True,0.16,AP20126-3-41
2001,black,male,2016-01-01,60615,69272,home,2.9208734145234945,180,544643,False,0.34,AP20161-3-6
2002,hispanic/latino,female,2013-01-01,60623,24990,auto,5.076402670004769,84,31404,False,0.14,AP20131-2-49
2003,other,female,2018-06-01,60623,58804,home,3.0733560096199755,360,417141,False,1.82,AP20186-1-26
2004,black,female,2015-11-01,60637,19943,auto,6.020437020804681,84,36375,False,0.12,AP201511-0-16
2005,hispanic/latino,male,2011-08-01,60626,8792,personal,13.505881539126422,18,808,False,0.1,AP20118-3-30
2006,white,male,2016-10-01,60625,95992,auto,5.172627510443541,72,28226,True,0.4,AP201610-1-67
2007,white,female,2018-01-01,60614,54244,personal,8.500686656662152,48,4591,False,1.41,AP20181-0-76
2008,white,male,2011-07-01,60625,366,auto,6.207309013715304,72,15053,False,0.07,AP20117-2-77
2009,hispanic/latino,male,2013-08-01,60623,42153,personal,4.586356142130212,48,20363,True,0.08,AP20138-1-4
2010,white,male,2017-04-01,60611,176534,home,5.76106967523152,360,1652697,True,0.9,AP20174-1-18
2011,black,female,2015-03-01,60615,57958,home,4.491648494849771,360,428148,False,0.11,AP20153-3-73
2012,asian,female,2013-09-01,60625,64217,home,5.167545765160302,300,415054,True,0.08,AP20139-2-66
2013,black,male,2012-07-01,60626,16277,personal,6.088707546248752,24,3354,False,0.16,AP20127-1-84
2014,black,female,2017-06-01,60615,25542,auto,4.6802405118013155,84,15050,False,1.04,AP20176-0-97
2015,white,male,2013-09-01,60614,52614,home,2.558829992652138,360,328814,True,0.08,AP20139-0-72
2016,hispanic/latino,female,2016-12-01,60625,137189,auto,4.905132926770182,72,20516,True,0.54,AP201612-1-9
2017,hispanic/latino,male,2011-12-01,60623,18263,personal,9.630248971165166,60,638,False,0.07,AP201112-0-55
2018,other,female,2017-10-01,60625,33529,home,2.7582143419316347,360,219843,True,1.15,AP201710-1-86
2019,white,female,2013-12-01,60626,7239,personal,1.3554638604503373,12,3923,False,0.09,AP201312-1-98
2020,hispanic/latino,male,2017-04-01,60625,67229,auto,6.160594341581146,60,17484,True,0.9,AP20174-2-91
2021,black,female,2013-12-01,60623,26842,home,3.0031848084133728,360,156987,False,0.09,AP201312-3-59
2022,black,non-binary,2012-02-01,60623,32403,personal,19.60213201909734,18,4056,False,0.1,AP20122-0-47
2023,hispanic/latino,female,2017-12-01,60623,17041,auto,6.951214816313275,72,10188,False,1.3,AP201712-2-18
2024,hispanic/latino,female,2018-05-01,60625,65245,home,1.7673757207620773,240,387547,True,1.7,AP20185-3-13
2025,black,female,2018-09-01,60623,56696,home,2.4302427583963295,360,430630,False,1.95,AP20189-2-14
2026,white,male,2017-04-01,60637,61371,home,3.564771398795432,180,513807,False,0.9,AP20174-3-4
2027,white,male,2013-07-01,60614,95902,home,2.9573029134915196,180,691309,False,0.09,AP20137-3-97
2028,hispanic/latino,male,2018-11-01,60623,15295,personal,10.871473482118947,60,166,False,2.2,AP201811-0-94
2029,white,male,2013-09-01,60611,58796,home,6.15604919223429,360,436926,True,0.08,AP20139-0-21
2030,other,female,2015-01-01,60626,85931,home,3.2006878345619993,180,695753,False,0.11,AP20151-1-35
2031,black,male,2017-10-01,60637,60841,auto,5.481607363871841,60,13312,False,1.15,AP201710-1-43
2032,white,male,2017-08-01,60625,2569,auto,7.652540580717871,72,12520,False,1.16,AP20178-3-44
2033,black,male,2014-03-01,60615,104223,home,1.5715624377586164,360,897299,False,0.08,AP20143-2-45
2034,black,male,2018-11-01,60615,49960,auto,7.004177667457102,60,18767,False,2.2,AP201811-2-59
2035,white,male,2017-09-01,60614,49916,home,5.070721467275523,360,325965,True,1.15,AP20179-3-16
2036,black,female,2017-05-01,60615,75237,auto,7.08734864520079,84,20112,True,0.91,AP20175-1-38
2037,white,female,2017-09-01,60615,50598,personal,16.73035955010813,48,5991,True,1.15,AP20179-1-22
2038,black,male,2017-08-01,60615,36081,home,4.330444531473097,360,232178,False,1.16,AP20178-0-93
2039,black,female,2011-07-01,60626,71011,home,2.582316771298195,360,547113,False,0.07,AP20117-3-56
2040,hispanic/latino,female,2015-12-01,60623,9385,personal,10.979803964669568,18,2883,False,0.24,AP201512-1-68
2041,white,male,2016-10-01,60615,60500,home,3.372015680444616,360,566933,False,0.4,AP201610-3-15
2042,white,male,2012-08-01,60614,135418,home,2.864034582468449,360,1012506,True,0.13,AP20128-1-51
2043,white,male,2014-05-01,60625,109755,auto,6.31467299035777,84,62444,True,0.09,AP20145-0-47
2044,hispanic/latino,female,2013-07-01,60623,4139,auto,6.14782780767978,60,12834,False,0.09,AP20137-1-67
2045,other,male,2015-07-01,60615,97386,home,1.8687803007172303,180,481282,False,0.13,AP20157-2-50
2046,white,female,2016-05-01,60615,33637,auto,5.3380509327199475,72,15918,False,0.37,AP20165-0-72
2047,white,male,2013-09-01,60614,251387,personal,12.456602769701282,60,52160,True,0.08,AP20139-1-33
2048,white,female,2017-09-01,60614,62197,home,4.8623348646019915,240,506096,False,1.15,AP20179-0-43
2049,black,female,2018-10-01,60637,65839,personal,6.5408322778498285,24,22090,True,2.19,AP201810-2-83
2050,black,male,2018-04-01,60637,26525,personal,16.82515829022847,12,6529,False,1.69,AP20184-1-69
2051,hispanic/latino,female,2015-06-01,60623,29632,auto,5.450444367076684,72,6691,False,0.13,AP20156-1-92
2052,black,female,2017-12-01,60614,29353,personal,20.11681592937394,60,13794,True,1.3,AP201712-0-47
2053,hispanic/latino,female,2014-02-01,60623,64029,home,1.3382341601681154,180,460524,False,0.07,AP20142-3-44
2054,other,male,2016-01-01,60625,27354,personal,21.388384245434853,48,689,False,0.34,AP20161-1-32
2055,other,female,2018-01-01,60625,49913,home,4.526471711082087,180,385197,False,1.41,AP20181-0-92
2056,other,female,2013-01-01,60611,154290,home,4.527212112538479,300,1437458,True,0.14,AP20131-3-92
2057,other,female,2017-07-01,60625,454,personal,10.864651472477863,12,38,False,1.15,AP20177-0-93
2058,black,female,2018-02-01,60623,32025,personal,1.9935021571798845,24,7324,False,1.42,AP20182-1-11
2059,white,female,2015-09-01,60623,3933,home,2.6049425529168264,180,31438,False,0.14,AP20159-1-29
2060,black,female,2015-07-01,60626,16625,personal,4.096045446265821,48,2722,False,0.13,AP20157-1-68
2061,black,male,2014-04-01,60626,87640,home,3.480608681037043,360,598229,False,0.09,AP20144-2-62
2062,black,male,2011-03-01,60623,7080,home,3.3178044979691608,180,47440,False,0.14,AP20113-3-27
2063,hispanic/latino,male,2018-02-01,60623,33849,home,4.140825104659944,300,240451,False,1.42,AP20182-0-73
2064,black,male,2017-09-01,60615,89977,personal,23.216706698157502,12,25790,True,1.15,AP20179-0-52
2065,black,male,2012-02-01,60626,9358,home,3.5910264494265722,240,51596,False,0.1,AP20122-1-45
2066,hispanic/latino,female,2017-02-01,60614,238080,home,1.4733245979088654,300,1952900,True,0.66,AP20172-1-50
2067,black,male,2017-05-01,60615,60286,home,6.697265508415956,300,459925,True,0.91,AP20175-1-98
2068,white,male,2012-07-01,60611,64092,auto,7.009131824960561,84,24556,True,0.16,AP20127-1-34
2069,black,female,2018-09-01,60637,36504,auto,6.311338999325178,84,9043,False,1.95,AP20189-0-38
2070,black,male,2015-06-01,60615,3365,auto,5.592497249138663,72,12821,False,0.13,AP20156-1-14
2071,asian,male,2017-02-01,60625,106862,auto,3.8864586901427667,72,26113,True,0.66,AP20172-3-36
2072,white,female,2015-08-01,60637,23866,personal,3.519755688420354,12,3195,False,0.14,AP20158-0-17
2073,white,male,2013-05-01,60614,268436,auto,4.985479023346928,84,88838,True,0.11,AP20135-1-11
2074,other,female,2018-11-01,60637,14571,personal,8.096075655932811,12,6400,False,2.2,AP201811-3-37
2075,other,male,2018-06-01,60625,59101,home,3.155675416554712,300,464860,True,1.82,AP20186-2-76
2076,white,male,2016-11-01,60614,30250,auto,5.3774632183426245,84,25045,True,0.41,AP201611-1-99
2077,hispanic/latino,female,2017-05-01,60623,62174,home,5.355014825761915,300,546097,False,0.91,AP20175-3-64
2078,black,male,2017-07-01,60637,44025,home,8.16219489504615,360,290468,False,1.15,AP20177-2-69
2079,white,female,2012-05-01,60614,86818,home,1.9248459589808686,360,491166,True,0.16,AP20125-3-47
2080,white,female,2017-04-01,60615,43753,auto,6.84118679482161,84,39354,False,0.9,AP20174-1-9
2081,black,female,2015-05-01,60637,6485,home,0.8675407238786347,180,44824,False,0.12,AP20155-2-5
2082,black,male,2013-05-01,60637,34996,personal,10.850925248266217,24,2409,False,0.11,AP20135-2-47
2083,white,male,2013-07-01,60614,102813,auto,4.666077850160488,72,19693,True,0.09,AP20137-3-7
2084,hispanic/latino,female,2013-02-01,60623,57965,home,5.55565931307526,180,379345,False,0.15,AP20132-3-95
2085,hispanic/latino,female,2017-01-01,60623,48469,auto,6.581160236875249,84,9692,False,0.65,AP20171-3-41
2086,white,male,2018-05-01,60626,99185,auto,8.110580582578837,72,71277,False,1.7,AP20185-0-14
2087,white,female,2016-07-01,60615,34094,personal,8.690359266608315,60,8282,True,0.39,AP20167-1-95
2088,hispanic/latino,male,2013-02-01,60623,27338,home,0.30638490746539226,360,155757,False,0.15,AP20132-2-18
2089,white,female,2017-02-01,60614,92380,auto,5.327354001538564,84,40123,True,0.66,AP20172-2-65
2090,black,female,2015-02-01,60637,55003,auto,4.985377158761735,84,15274,False,0.11,AP20152-1-33
2091,black,female,2012-07-01,60623,43032,auto,4.628822267785271,60,25914,False,0.16,AP20127-3-94
2092,hispanic/latino,male,2014-09-01,60623,69999,home,4.539297838003165,360,548613,False,0.09,AP20149-0-72
2093,other,female,2018-12-01,60626,62362,home,5.249949507065272,240,487935,False,2.27,AP201812-3-20
2094,black,female,2017-04-01,60615,6346,personal,16.929983620532916,60,1055,False,0.9,AP20174-1-85
2095,other,male,2012-05-01,60625,23039,auto,6.27343371688167,84,15586,True,0.16,AP20125-3-31
2096,black,female,2013-06-01,60615,50726,personal,10.028634655270595,48,3430,False,0.09,AP20136-3-94
2097,white,female,2011-10-01,60625,68289,home,0.3739991524764991,300,516962,False,0.07,AP201110-0-90
2098,white,male,2011-03-01,60623,37960,personal,12.738524914370103,24,13266,True,0.14,AP20113-3-13
2099,black,male,2011-12-01,60615,17704,personal,1.789908770534003,48,1544,False,0.07,AP201112-2-85
2100,white,male,2018-05-01,60614,77994,home,3.964084047200884,360,565056,True,1.7,AP20185-1-83
2101,hispanic/latino,male,2017-12-01,60623,48420,home,3.1018026309675335,300,389836,False,1.3,AP201712-1-54
2102,black,female,2018-08-01,60637,6035,personal,14.978105292822192,12,46,False,1.91,AP20188-1-43
2103,black,female,2018-09-01,60637,47542,personal,16.79697527161935,24,10649,True,1.95,AP20189-2-17
2104,white,female,2014-07-01,60614,138960,home,3.7000762995021663,360,946055,True,0.09,AP20147-0-1
2105,black,female,2017-07-01,60637,63975,auto,5.697863495191939,84,52102,False,1.15,AP20177-3-77
2106,white,female,2016-02-01,60614,104435,home,5.6653798859559865,360,760156,True,0.38,AP20162-2-67
2107,black,female,2013-03-01,60637,52164,personal,6.33372479305426,48,25874,True,0.14,AP20133-2-7
2108,black,female,2017-10-01,60626,27403,auto,6.993272595645008,72,40928,False,1.15,AP201710-1-75
2109,other,male,2013-07-01,60614,111947,auto,6.940626630069426,84,63263,True,0.09,AP20137-3-33
2110,other,female,2015-04-01,60625,66412,home,0.1933874599673574,300,546542,False,0.12,AP20154-2-84
2111,black,female,2015-01-01,60637,31530,auto,4.910039272354829,72,28365,False,0.11,AP20151-3-69
2112,white,male,2017-07-01,60625,148621,personal,9.677034418901968,48,139992,True,1.15,AP20177-0-34
2113,hispanic/latino,male,2016-12-01,60625,8709,auto,5.591736254540197,72,15115,True,0.54,AP201612-2-45
2114,hispanic/latino,male,2018-03-01,60623,23298,auto,5.261407512420588,84,40475,False,1.51,AP20183-2-100
2115,white,male,2013-03-01,60614,163769,home,7.4029994135344355,300,929658,True,0.14,AP20133-0-100
2116,black,male,2016-01-01,60637,3733,personal,9.450728249421006,12,427,False,0.34,AP20161-1-25
2117,hispanic/latino,male,2015-04-01,60623,35186,home,5.261112102413045,360,273218,False,0.12,AP20154-1-61
2118,white,male,2011-06-01,60614,209481,home,3.215380388643265,180,1458026,False,0.09,AP20116-2-57
2119,other,male,2012-06-01,60625,5151,auto,6.52813247517218,72,14920,False,0.16,AP20126-2-25
2120,white,female,2018-09-01,60625,61000,home,3.556622686613075,300,393034,True,1.95,AP20189-1-24
2121,black,male,2016-08-01,60637,35077,personal,14.465173778346974,48,9580,True,0.4,AP20168-0-80
2122,hispanic/latino,male,2013-12-01,60623,73170,home,4.786283862467256,360,495681,False,0.09,AP201312-1-22
2123,white,female,2015-08-01,60614,96539,personal,16.422658206994335,24,14660,True,0.14,AP20158-3-36
