race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
other,male,2016-02-01,60637,79209.0,auto,6.415292320287206,72,67948.0,False,0.38,AP20162-2-98
other,male,2018-12-01,60614,56154.0,home,7.030985163663354,360,384764.0,True,2.27,AP201812-0-66
black,female,2018-03-01,60615,,auto,6.4931676613120555,72,12809.0,False,1.51,AP20183-2-4
other,male,2018-11-01,60625,76540.0,home,4.486474347577101,180,411366.0,True,2.2,AP201811-0-9
other,male,2015-02-01,60623,31778.0,auto,5.687471395768199,72,10060.0,False,0.11,AP20152-1-61
black,male,2013-09-01,60637,21367.0,personal,3.2571147603024917,48,3255.0,False,0.08,AP20139-0-87
Black,female,2014-07-01,60614,,home,5.744893628399449,360,1203050.0,True,0.09,AP20147-0-43
,male,2013-01-01,60623,69390.0,home,2.24960496279197,180,514833.0,False,0.14,AP20131-3-57
white,female,2014-11-01,60614,,home,6.552646071099413,240,1037948.0,True,0.09,AP201411-3-79
white,female,2011-11-01,60615,49362.0,home,0.43715135861560966,360,266808.0,False,0.08,AP201111-3-99
hispanic/latino,male,2016-08-01,60623,2965.0,auto,5.517674616014527,60,14224.0,False,0.4,AP20168-3-46
black,male,2018-07-01,60626,31547.0,auto,5.047584149813607,72,3262.0,False,1.91,AP20187-1-86
white,male,2011-10-01,60614,74941.0,home,1.932101441525515,360,557647.0,True,0.07,AP201110-3-42
black,non-binary,2017-10-01,60637,63505.0,home,2.7901163572868697,240,444357.0,False,1.15,AP201710-3-4
white,male,2014-12-01,60611,78819.0,auto,5.306467109547103,72,30910.0,True,0.12,AP201412-3-90
asian,male,2013-07-01,60614,201403.0,personal,18.14197001428451,18,11820.0,True,0.09,AP20137-1-54
black,female,2013-11-01,60637,,personal,2.9657404296428345,60,3952.0,False,0.08,AP201311-0-22
asian,female,2016-09-01,60614,,auto,6.916622941598163,72,42396.0,True,0.4,AP20169-2-57
hispanic/latino,female,2018-12-01,60625,,auto,7.187224600283535,84,53300.0,True,2.27,AP201812-1-22
other,male,2017-12-01,60626,14574.0,personal,12.216956427160985,60,4877.0,True,1.3,AP201712-1-27
white,female,2018-07-01,60614,23068.0,home,4.728332103561984,180,148223.0,False,1.91,AP20187-3-100
asian,female,2014-12-01,60625,34339.0,auto,6.052876545307575,60,8689.0,True,0.12,AP201412-3-66
black,female,2018-12-01,60637,55192.0,auto,6.8535029730642325,84,41327.0,False,2.27,AP201812-2-86
hispanic/latino,male,2013-05-01,60623,42169.0,auto,5.255574140883701,60,36959.0,False,,AP20135-2-83
white,female,2011-10-01,60626,48826.0,auto,5.3648722907588935,72,37269.0,False,0.07,AP201110-2-11
white,female,2015-09-01,60611,71953.0,personal,8.586456795086757,48,25032.0,True,0.14,AP20159-0-92
white,male,2015-03-01,60626,122925.0,home,1.1852738922698636,240,806677.0,False,0.11,AP20153-0-30
black,male,2013-08-01,60614,101288.0,auto,5.05264339051141,84,16995.0,True,0.08,AP20138-0-66
black,male,2018-12-01,60637,89494.0,home,6.972569575341872,300,616565.0,True,2.27,AP201812-3-28
other,female,2015-03-01,60626,47863.0,personal,10.388965585287908,48,10579.0,True,0.11,AP20153-0-6
black,female,2016-08-01,60626,18466.0,personal,5.6843309233017605,48,5118.0,False,0.4,AP20168-1-94
black,male,2013-09-01,60614,100462.0,home,1.9800091827853616,360,712145.0,True,0.08,AP20139-2-32
white,male,2017-04-01,60626,82693.0,home,1.1482718824808353,360,518433.0,False,0.9,AP20174-2-62
white,female,2015-06-01,60625,,personal,6.9329266572143675,48,,False,0.13,AP20156-0-88
Hispanic,female,2013-02-01,60623,9841.0,auto,3.158266457073459,72,16476.0,False,0.15,AP20132-1-54
white,female,2018-01-01,60615,4714.0,personal,17.26965959394314,24,83.0,False,1.41,AP20181-3-59
other,female,2017-12-01,60625,55764.0,auto,4.998458668209179,72,12576.0,True,1.3,AP201712-0-21
white,female,2011-01-01,60611,,auto,3.700312061480939,72,32179.0,True,0.17,AP20111-1-36
white,female,2013-04-01,60614,6003.0,auto,4.301761303232306,72,13088.0,True,0.15,AP20134-3-37
white,female,2014-03-01,60637,27078.0,personal,9.863402047530078,18,8168.0,False,0.08,AP20143-0-23
black,female,2014-06-01,60625,36655.0,auto,6.313315855429279,72,1721.0,False,0.1,AP20146-1-3
other,male,2015-09-01,60614,64191.0,home,1.090547154515185,360,444040.0,True,0.14,AP20159-3-88
black,female,2017-08-01,60615,39918.0,home,7.267962853815773,240,287232.0,False,1.16,AP20178-2-48
white,female,2017-03-01,60626,66664.0,home,3.5542611029281987,360,470294.0,False,0.79,AP20173-0-89
hispanic/latino,female,2018-12-01,60623,25060.0,auto,9.003271109879904,60,30265.0,False,2.27,AP201812-1-72
other,female,2012-04-01,60625,,home,2.285674233248154,360,141101.0,False,0.14,AP20124-0-78
other,female,2018-06-01,60625,,home,7.8399744166084755,240,399552.0,True,1.82,AP20186-2-5
white,female,2016-02-01,60614,,auto,4.702428247060356,72,12713.0,True,0.38,AP20162-3-66
black,male,2017-09-01,60623,56869.0,home,6.320069106999458,180,381531.0,False,1.15,AP20179-1-29
hispanic/latino,male,2014-03-01,60623,33702.0,auto,4.495833690476661,84,9573.0,False,0.08,AP20143-2-7
hispanic/latino,female,2018-04-01,60625,40607.0,personal,22.43304370182709,24,9366.0,True,1.69,AP20184-3-85
asian,female,2014-09-01,60625,52860.0,home,1.2928332378239153,360,291351.0,False,0.09,AP20149-0-21
other,female,2013-08-01,60614,98904.0,auto,4.5112588080666,72,88220.0,True,0.08,AP20138-1-68
white,male,2018-04-01,60637,28866.0,auto,6.738299621271683,84,6244.0,False,1.69,AP20184-3-93
asian,male,2011-06-01,60625,17139.0,home,4.626260524957004,300,93680.0,False,0.09,AP20116-0-32
other,female,2013-01-01,60625,41312.0,home,5.135294950931034,300,274881.0,True,0.14,AP20131-3-36
white,male,2018-02-01,60614,108201.0,home,3.271913871051952,300,797913.0,True,1.42,AP20182-2-78
white,female,2016-02-01,60614,143740.0,home,7.5394120123285955,360,1039625.0,True,0.38,AP20162-2-8
other,female,2013-01-01,60611,7298.0,auto,5.381601316940003,60,22446.0,False,0.14,AP20131-1-87
other,female,2016-10-01,60625,,auto,6.55801726806037,60,53365.0,True,0.4,AP201610-0-60
black,male,2015-12-01,60623,53349.0,personal,13.268268722290545,48,21184.0,True,0.24,AP201512-3-84
black,male,2017-12-01,60626,,personal,18.71483300809904,18,1083.0,False,1.3,AP201712-3-42
white,male,2013-03-01,60637,41927.0,home,3.6899749366813674,360,277447.0,False,0.14,AP20133-2-8
asian,male,2016-11-01,60625,138540.0,personal,13.325287176409525,12,43920.0,True,0.41,AP201611-1-58
black,female,2017-10-01,60623,57734.0,home,4.647942896330587,300,429596.0,False,1.15,AP201710-3-74
hispanic/latino,male,2012-06-01,60623,25652.0,personal,16.44529018523817,48,4149.0,True,0.16,AP20126-3-82
white,male,2015-01-01,60614,93611.0,home,3.4333125003856755,360,617164.0,True,0.11,AP20151-2-3
hispanic/latino,female,2011-09-01,60625,17767.0,auto,5.5256720150401115,72,4663.0,False,0.08,AP20119-3-86
other,male,2013-07-01,60637,256.0,personal,5.398418578623837,12,122.0,False,0.09,AP20137-0-18
asian,male,2011-07-01,60626,86200.0,home,2.260041011342597,240,424078.0,False,0.07,AP20117-1-28
black,male,2018-09-01,60623,,personal,15.42338551715909,12,5497.0,False,1.95,AP20189-0-80
black,male,2011-07-01,60637,53132.0,personal,8.423749743136883,12,9042.0,False,0.07,AP20117-1-22
asian,female,2018-08-01,60614,110045.0,home,3.359920747849802,180,796404.0,False,1.91,AP20188-3-21
black,female,2013-12-01,60623,14890.0,personal,9.604086027047511,18,3372.0,False,0.09,AP201312-0-11
white,male,2018-05-01,60614,88952.0,home,6.3050814166378295,240,572568.0,True,1.7,AP20185-2-57
hispanic/latino,male,2016-11-01,60614,85315.0,home,3.3670344006610846,360,601151.0,True,0.41,AP201611-3-63
white,male,2014-01-01,60614,146086.0,home,2.7846835832377184,360,986134.0,True,0.07,AP20141-0-78
black,male,2018-05-01,60623,841.0,personal,13.482611356240506,48,29.0,False,1.7,AP20185-0-45
other,male,2018-05-01,60615,35095.0,home,3.9816941854948364,360,215794.0,False,1.7,AP20185-2-13
white,male,2016-06-01,60625,19467.0,personal,11.598607860320465,12,6056.0,False,0.38,AP20166-3-57
other,male,2014-04-01,60623,50968.0,home,1.3413321120172592,240,477702.0,False,0.09,AP20144-1-86
other,female,2017-08-01,60626,61201.0,personal,12.135163458540989,48,4759.0,True,1.16,AP20178-2-25
asian,male,2012-03-01,60614,64222.0,personal,14.041546598820615,48,47840.0,True,0.13,AP20123-2-38
White,female,2013-03-01,60625,57142.0,home,2.3505512481760023,180,415650.0,False,0.14,AP20133-3-70
hispanic/latino,female,2014-02-01,60623,61382.0,home,3.9183854543144254,180,497346.0,False,0.07,AP20142-1-4
Black,male,2013-01-01,60615,67467.0,home,,360,526223.0,False,0.14,AP20131-3-31
hispanic/latino,female,2017-03-01,60623,2049.0,personal,6.301819785257182,48,751.0,False,0.79,AP20173-3-87
black,female,2012-03-01,60637,45792.0,home,3.2654053522288304,300,287967.0,False,0.13,AP20123-1-100
African-American,female,2016-06-01,60623,18142.0,personal,5.423526358495706,18,7410.0,False,0.38,AP20166-3-59
white,male,2016-11-01,60614,171962.0,home,5.368345530394544,360,962471.0,True,0.41,AP201611-3-54
black,female,2016-03-01,60623,52902.0,auto,6.47899364266407,72,115.0,False,0.36,AP20163-0-21
hispanic/latino,female,2011-01-01,60625,112865.0,home,5.07536376751887,360,860490.0,True,0.17,AP20111-1-14
black,female,2012-06-01,60615,91455.0,auto,4.820095442177763,72,8205.0,False,0.16,AP20126-1-14
white,female,2016-04-01,60626,16795.0,personal,4.523178436451809,48,10862.0,False,0.37,AP20164-1-43
black,female,2015-10-01,60623,,auto,3.859122093959683,72,11442.0,False,0.12,AP201510-1-4
black,female,2012-12-01,60623,2204.0,personal,8.90617817816052,60,370.0,False,0.16,AP201212-2-14
black,female,2013-08-01,60623,37823.0,home,5.424169807476298,240,254859.0,False,0.08,AP20138-1-97
white,female,2016-11-01,60614,34217.0,auto,6.279324009638863,84,23048.0,True,0.41,AP201611-3-85
white,male,2018-05-01,60626,83484.0,auto,6.715795171910343,72,47480.0,False,1.7,AP20185-0-79
other,,2016-01-01,60637,35439.0,auto,5.022944072684898,84,5256.0,False,0.34,AP20161-2-89
white,female,2011-12-01,60614,142657.0,home,1.421784005812779,180,941852.0,False,0.07,AP201112-3-86
other,male,2015-01-01,60614,245575.0,auto,5.272749529376219,84,172637.0,True,0.11,AP20151-3-27
black,female,2012-09-01,60637,50498.0,auto,4.9883148304885045,60,11614.0,False,0.14,AP20129-1-31
black,female,2012-04-01,60625,63758.0,personal,19.928366391504213,18,4379.0,False,0.14,AP20124-0-18
other,female,2015-01-01,60614,223847.0,home,1.6801287116054613,300,1128872.0,True,0.11,AP20151-2-1
black,non-binary,2016-12-01,60625,56530.0,auto,3.8353837793253067,84,44997.0,True,0.54,AP201612-1-97
hispanic/latino,female,2015-06-01,60625,31033.0,personal,12.021656554498627,60,14846.0,True,0.13,AP20156-1-88
other,female,2016-05-01,60625,,home,4.934998790698959,300,556529.0,True,0.37,AP20165-1-53
other,female,2013-08-01,60615,58059.0,personal,9.386969555315053,24,15658.0,True,0.08,AP20138-0-52
white,male,2014-07-01,60614,17799.0,home,4.328876696867656,360,114753.0,True,0.09,AP20147-1-73
black,male,2016-03-01,60637,122705.0,auto,3.7256331557339775,72,29553.0,False,0.36,AP20163-3-92
hispanic/latino,female,2015-08-01,60623,25889.0,personal,8.559010273927715,18,3224.0,False,0.14,AP20158-3-52
black,male,2017-12-01,60615,115391.0,home,1.559639632664137,240,832407.0,False,1.3,AP201712-2-80
other,female,2017-07-01,60623,48010.0,auto,6.389199275549064,72,2835.0,False,1.15,AP20177-2-42
white,female,2016-12-01,60614,9513.0,personal,17.969040044910244,12,208.0,False,0.54,AP201612-0-28
black,female,2011-09-01,60637,66498.0,home,0.46800656406114477,240,414393.0,False,0.08,AP20119-1-79
hispanic/latino,male,2014-10-01,60625,17289.0,personal,4.463024129611451,60,136.0,False,0.09,AP201410-2-87
other,female,2018-02-01,60611,,personal,13.704372838584801,24,18462.0,True,1.42,AP20182-1-84
asian,female,2014-10-01,60614,51718.0,personal,15.031419200871653,18,5112.0,False,0.09,AP201410-2-29
black,female,2016-04-01,60637,21623.0,personal,11.971414718425244,12,2869.0,False,0.37,AP20164-3-41
black,female,2017-02-01,60626,108949.0,home,3.480907646790675,360,932577.0,True,0.66,AP20172-0-22
black,male,2012-11-01,60615,24621.0,personal,6.570433945142602,24,9731.0,False,0.16,AP201211-0-75
hispanic/latino,female,2013-07-01,60623,14410.0,personal,8.362665636573963,48,4151.0,False,0.09,AP20137-1-66
white,male,2013-08-01,60626,8023.0,personal,8.74817447380818,12,373.0,False,0.08,AP20138-2-47
white,male,2017-08-01,60625,92764.0,home,6.362841879614431,360,689909.0,True,1.16,AP20178-2-100
hispanic/latino,male,2013-02-01,60623,36068.0,home,5.109137687560335,360,230171.0,False,0.15,AP20132-2-43
black,female,2017-06-01,60615,,home,6.285957787754202,240,204316.0,False,1.04,AP20176-3-61
hispanic/latino,female,2012-11-01,60614,103789.0,home,0.9375662548564659,300,549985.0,False,0.16,AP201211-1-90
white,male,2014-08-01,60626,115188.0,home,5.738280632954515,240,764712.0,True,0.09,AP20148-3-51
hispanic/latino,male,2018-09-01,60623,40320.0,personal,,48,20213.0,True,1.95,AP20189-2-87
hispanic/latino,male,2014-12-01,60623,1743.0,personal,5.270757140806384,18,107.0,False,0.12,AP201412-3-36
black,female,2017-11-01,60626,42064.0,auto,6.876711293623694,72,26389.0,False,1.16,AP201711-3-64
white,male,2016-08-01,60615,,auto,4.723759915598564,84,28166.0,True,0.4,AP20168-1-95
other,male,2017-07-01,60637,23051.0,personal,4.702059417988211,48,266.0,False,1.15,AP20177-3-27
white,male,2015-01-01,60615,27164.0,auto,6.880930441540818,60,4518.0,False,0.11,AP20151-2-71
hispanic/latino,male,2011-07-01,60625,91981.0,home,1.5478269439116614,360,581120.0,True,0.07,AP20117-3-24
hispanic/latino,male,2018-01-01,60625,96366.0,home,8.474558456715101,300,520979.0,True,1.41,AP20181-1-72
black,female,2014-07-01,60623,40782.0,auto,4.38158455630246,84,11264.0,False,0.09,AP20147-0-49
black,female,2011-11-01,60637,18803.0,personal,14.496638983515414,18,1323.0,False,0.08,AP201111-1-36
black,male,2018-10-01,60637,7593.0,personal,15.564356731299565,48,1432.0,False,2.19,AP201810-1-92
white,male,2012-11-01,60614,302599.0,home,4.159761628641103,300,1862831.0,True,0.16,AP201211-3-41
white,female,2013-04-01,60611,84052.0,auto,5.45372575503541,72,65668.0,True,0.15,AP20134-2-25
white,male,2013-02-01,60614,10410.0,personal,10.239213411304931,24,4556.0,False,0.15,AP20132-3-52
hispanic/latino,female,2015-10-01,60623,12990.0,auto,7.699990891494497,60,20352.0,False,0.12,AP201510-0-2
asian,female,2011-04-01,60611,217740.0,home,1.1378354769057364,360,1751039.0,True,0.1,AP20114-1-45
asian,male,2015-05-01,60611,149961.0,home,2.715705441143093,360,961124.0,True,0.12,AP20155-2-53
asian,female,2016-11-01,60626,12348.0,auto,6.483129741329353,84,16923.0,False,0.41,AP201611-1-67
hispanic/latino,male,2011-12-01,60623,2907.0,personal,8.846351684020929,60,365.0,False,0.07,AP201112-0-90
other,female,2014-12-01,60623,39239.0,auto,3.009744920656344,72,17607.0,False,0.12,AP201412-2-91
black,female,2011-06-01,60637,30754.0,auto,5.816958059323527,84,27200.0,False,0.09,AP20116-3-73
black,female,2013-06-01,60626,12168.0,auto,4.373169413458948,60,9657.0,False,0.09,AP20136-3-90
black,male,2018-04-01,60615,,auto,4.70369008527721,72,97057.0,False,1.69,AP20184-1-38
white,male,2018-05-01,60614,110369.0,auto,5.827123473602464,84,178031.0,True,1.7,AP20185-3-41
black,female,2017-02-01,60614,,personal,3.245528291816677,24,2080.0,False,0.66,AP20172-1-60
white,female,2016-03-01,60615,90121.0,home,1.022770805245936,240,493968.0,False,0.36,AP20163-3-46
white,female,2012-02-01,60626,29568.0,home,5.165597152676918,360,191124.0,False,0.1,AP20122-1-70
black,male,2016-09-01,60623,18446.0,auto,3.5914423554635215,60,20591.0,False,0.4,AP20169-3-53
white,male,2016-04-01,60626,40828.0,auto,4.305136278448688,60,28546.0,False,0.37,AP20164-2-63
hispanic/latino,male,2011-06-01,60623,6924.0,auto,5.192131700937062,72,15786.0,False,0.09,AP20116-2-77
,female,2018-01-01,60623,54899.0,home,6.838178453271779,360,370282.0,True,1.41,AP20181-0-27
black,male,2017-04-01,60615,7951.0,home,5.432640596970485,180,46109.0,False,0.9,AP20174-1-96
hispanic/latino,female,2018-12-01,60625,73829.0,home,6.275179279472576,240,531620.0,True,2.27,AP201812-0-47
black,male,2016-02-01,60623,,home,7.36378857341787,240,407182.0,False,0.38,AP20162-0-76
white,female,2017-08-01,60614,39020.0,auto,4.775119323014136,72,20310.0,True,1.16,AP20178-0-83
white,male,2017-03-01,60614,30401.0,auto,6.028659074875243,84,22682.0,True,0.79,AP20173-3-58
other,female,2016-03-01,60614,151984.0,personal,11.440417509056651,60,267.0,False,0.36,AP20163-2-42
white,female,2018-07-01,60614,35730.0,home,3.9253139303871656,180,265817.0,False,1.91,AP20187-1-33
black,male,2017-06-01,60637,85184.0,home,5.183944262166185,240,526204.0,False,1.04,AP20176-1-6
black,female,2017-09-01,60637,4984.0,personal,7.445515999406462,60,1388.0,False,1.15,AP20179-1-85
asian,female,2015-12-01,60637,16895.0,personal,6.826333865792506,24,2392.0,False,0.24,AP201512-0-22
white,female,2016-09-01,60614,158999.0,home,0.5597706368406491,360,989284.0,True,0.4,AP20169-2-20
hispanic/latino,male,2017-01-01,60623,43185.0,home,7.667567728862598,360,323565.0,False,0.65,AP20171-1-88
hispanic/latino,male,2016-11-01,60623,42825.0,auto,5.636908086432887,84,24653.0,True,0.41,AP201611-3-32
white,female,2015-02-01,60614,9566.0,home,3.270472160723234,360,60597.0,False,0.11,AP20152-1-51
black,female,2014-04-01,60626,91790.0,home,0.8097687866096789,240,666488.0,False,0.09,AP20144-2-23
other,female,2011-12-01,60611,28578.0,home,4.457682146328939,360,141035.0,True,0.07,AP201112-2-46
white,male,2018-01-01,60615,62974.0,auto,7.184546220661898,60,60101.0,False,1.41,AP20181-1-93
other,male,2011-10-01,60614,,auto,4.349031271454587,72,87433.0,True,0.07,AP201110-0-25
black,female,2012-12-01,60637,51458.0,auto,4.692438479989548,72,3961.0,False,0.16,AP201212-2-86
white,male,2018-09-01,60614,703.0,home,4.916672095537896,360,5343.0,False,1.95,AP20189-3-87
white,female,2018-07-01,60615,62130.0,auto,7.43426768406197,84,7065.0,False,1.91,AP20187-1-79
asian,,2016-07-01,60611,66262.0,home,0.4259477064318936,300,352571.0,False,0.39,AP20167-0-2
white,male,2012-11-01,60611,88002.0,home,,240,644738.0,True,0.16,AP201211-3-28
Caucasian,female,2018-11-01,60625,110974.0,auto,7.811416272001607,84,1442.0,False,2.2,AP201811-0-10
black,female,2018-05-01,60623,,auto,6.348671028924577,84,22226.0,True,1.7,AP20185-1-7
hispanic/latino,male,2018-07-01,60623,15521.0,personal,9.868290329361956,60,4321.0,True,1.91,AP20187-0-17
white,male,2017-07-01,60626,38329.0,auto,7.284128990503433,60,18587.0,False,1.15,AP20177-1-53
hispanic/latino,female,2011-06-01,60623,59541.0,home,2.578777178490013,360,362986.0,False,0.09,AP20116-1-74
white,male,2017-06-01,60626,,personal,16.052642080050756,18,164.0,False,1.04,AP20176-0-13
white,male,2012-01-01,60625,109314.0,home,7.355512254483371,300,719566.0,True,0.08,AP20121-2-40
white,female,2012-08-01,60614,32855.0,personal,8.74314625063918,48,21.0,False,0.13,AP20128-1-8
Black,female,2014-11-01,60623,62168.0,home,2.1628049255265527,240,462773.0,False,0.09,AP201411-1-3
other,male,2013-01-01,60614,125564.0,home,1.9079078783758954,240,835005.0,True,0.14,AP20131-3-12
white,male,2018-05-01,60626,16677.0,auto,,84,2961.0,False,1.7,AP20185-0-57
white,male,2013-04-01,60614,256195.0,home,6.733578222529239,300,1668084.0,True,0.15,AP20134-3-2
hispanic/latino,male,2012-11-01,60614,168773.0,personal,8.266468166739507,60,49282.0,True,0.16,AP201211-3-9
white,female,2015-06-01,60625,3471.0,personal,6.501641759453468,60,293.0,False,0.13,AP20156-0-52
black,male,2013-07-01,60625,67183.0,home,2.760894102775974,360,387098.0,True,0.09,AP20137-3-69
asian,male,2014-10-01,60611,285893.0,home,4.966320076465739,360,1840132.0,True,0.09,AP201410-3-64
hispanic/latino,male,2012-06-01,60623,36186.0,auto,5.564886093760381,84,15247.0,False,0.16,AP20126-1-56
black,male,2016-10-01,60615,81368.0,home,3.2045025521307555,360,423506.0,False,0.4,AP201610-2-19
other,female,2011-07-01,60625,24880.0,home,5.702701315024876,360,110940.0,True,0.07,AP20117-1-21
asian,female,2016-06-01,60625,32726.0,personal,3.5975905281895386,12,4402.0,False,,AP20166-2-99
black,male,2012-08-01,60637,60346.0,auto,4.119810519459218,84,2194.0,False,0.13,AP20128-0-7
white,female,2016-04-01,60615,55938.0,auto,5.18533561151997,72,18236.0,False,0.37,AP20164-2-80
hispanic/latino,female,2015-04-01,60614,,personal,18.650770867006695,60,56063.0,True,0.12,AP20154-1-35
black,female,2018-06-01,60615,10396.0,home,3.6340237251698477,360,74320.0,False,1.82,AP20186-3-85
asian,female,2015-11-01,60625,13646.0,personal,17.225542438267393,18,4345.0,False,0.12,AP201511-0-50
hispanic/latino,female,2018-04-01,60623,55032.0,auto,7.854687377600117,84,37477.0,False,1.69,AP20184-2-7
black,female,2018-10-01,60637,33432.0,home,6.329191779907243,360,221671.0,False,2.19,AP201810-2-90
black,female,2016-12-01,60626,8810.0,auto,4.145100196739223,72,14105.0,False,0.54,AP201612-2-3
white,female,2017-09-01,60614,88009.0,home,5.021031417074927,300,590952.0,True,1.15,AP20179-2-78
,male,2013-07-01,60615,63857.0,home,4.1585546021106445,180,536659.0,False,0.09,AP20137-3-21
black,male,2011-07-01,60626,39791.0,personal,0.27418634777539247,12,6273.0,False,0.07,AP20117-3-82
white,female,2017-01-01,60614,61627.0,home,5.459329801474395,240,352373.0,True,0.65,AP20171-3-7
hispanic/latino,female,2017-05-01,60623,23026.0,auto,5.539169043765305,84,36793.0,False,0.91,AP20175-0-68
white,female,2015-02-01,60614,168077.0,auto,4.92987614876941,84,103582.0,True,0.11,AP20152-2-85
asian,female,2014-06-01,60625,15901.0,auto,5.245258999344986,72,4784.0,False,0.1,AP20146-0-5
black,female,2014-05-01,60615,87320.0,personal,0.4743408687721865,60,50638.0,False,0.09,AP20145-3-45
other,male,2018-01-01,60615,91042.0,home,2.366224853311876,180,650264.0,False,1.41,AP20181-0-78
other,male,2017-03-01,60614,76817.0,auto,5.603205996745764,72,12702.0,True,0.79,AP20173-2-54
asian,male,2014-09-01,60614,103405.0,home,2.750711631499933,360,636402.0,True,0.09,AP20149-2-98
black,male,2018-04-01,60623,14110.0,personal,15.100704185748166,24,3976.0,False,1.69,AP20184-0-77
other,female,2015-02-01,60614,67045.0,home,4.44975910117337,360,474517.0,True,0.11,AP20152-2-6
black,female,2017-12-01,60623,13962.0,auto,6.02384082295866,72,12916.0,False,1.3,AP201712-0-32
hispanic/latino,male,2015-02-01,60623,49304.0,personal,10.698885927075366,60,15954.0,True,0.11,AP20152-3-7
hispanic/latino,female,2012-12-01,60623,61019.0,personal,7.599992243420816,12,4793.0,False,0.16,AP201212-0-45
hispanic/latino,male,2012-11-01,60623,66463.0,home,3.086123364413388,240,490013.0,False,0.16,AP201211-3-85
black,female,2013-07-01,60623,22314.0,home,0.7811932682279942,180,154816.0,False,0.09,AP20137-3-91
black,female,2017-03-01,60615,11487.0,personal,9.131959814518353,12,6671.0,False,0.79,AP20173-2-90
hispanic/latino,female,2011-09-01,60625,60503.0,home,2.927909252153694,180,492298.0,False,0.08,AP20119-3-13
black,male,2018-06-01,60614,35579.0,auto,6.979645397747303,84,12560.0,True,1.82,AP20186-2-10
black,female,2015-10-01,60637,5805.0,personal,1.3700201194521737,48,2786.0,False,0.12,AP201510-3-81
white,male,2014-11-01,60615,14906.0,auto,4.867864521909702,84,19265.0,False,0.09,AP201411-0-42
black,female,2014-02-01,60637,2904.0,auto,4.205109260812803,84,13369.0,False,0.07,AP20142-0-66
black,male,2013-12-01,60637,9988.0,personal,11.931403218583325,12,465.0,False,0.09,AP201312-2-55
hispanic/latino,female,2017-10-01,60625,108537.0,auto,4.711616813505334,72,44959.0,True,1.15,AP201710-2-28
asian,female,2013-09-01,60614,4484.0,personal,9.17067916557792,60,2448.0,False,0.08,AP20139-1-24
Black,female,2015-07-01,60637,15496.0,personal,5.25323347092385,24,2883.0,False,0.13,AP20157-3-64
hispanic/latino,male,2015-08-01,60614,207090.0,home,6.010776884169011,240,1107265.0,True,0.14,AP20158-1-65
white,female,2017-06-01,60625,,auto,5.886457983392019,60,22053.0,True,1.04,AP20176-3-0
black,female,2018-07-01,60637,8079.0,auto,8.333203828761427,72,20308.0,False,1.91,AP20187-0-82
black,female,2013-02-01,60637,,personal,3.0378662718497043,24,2137.0,False,0.15,AP20132-2-92
other,male,2011-03-01,60626,27071.0,personal,20.093319482135225,60,3628.0,True,0.14,AP20113-2-18
black,male,2017-06-01,60615,82098.0,auto,5.053021851026762,72,55287.0,False,1.04,AP20176-0-16
white,male,2017-05-01,60626,23657.0,auto,,72,3036.0,False,0.91,AP20175-1-23
other,male,2011-06-01,60615,43505.0,auto,2.8981870991815684,72,10336.0,False,0.09,AP20116-0-54
,male,2016-11-01,60611,23306.0,auto,4.890340471715383,72,47090.0,True,0.41,AP201611-2-9
white,male,2015-02-01,60626,18320.0,personal,9.332259675201476,24,8217.0,False,0.11,AP20152-1-4
hispanic/latino,male,2016-02-01,60625,113481.0,personal,15.437685095527963,48,46364.0,True,0.38,AP20162-2-61
white,female,2013-04-01,60614,32112.0,auto,4.937628681643503,60,21156.0,True,0.15,AP20134-1-17
asian,female,2016-08-01,60625,1895.0,personal,13.977525124535772,12,8.0,False,0.4,AP20168-2-16
hispanic/latino,female,2015-05-01,60623,41779.0,home,0.9821937502188,300,337520.0,False,0.12,AP20155-2-51
white,female,2017-05-01,60625,73680.0,home,4.872539482146045,180,617983.0,False,0.91,AP20175-0-11
asian,female,2018-11-01,60614,75571.0,auto,6.622610422922586,84,35730.0,True,2.2,AP201811-2-50
black,male,2012-05-01,60637,31999.0,home,1.1084131482750876,360,169399.0,False,0.16,AP20125-1-17
white,male,2013-09-01,60625,17029.0,personal,4.620137404513334,24,3869.0,False,0.08,AP20139-2-67
black,female,2013-03-01,60623,9457.0,auto,3.4617828421131334,72,8413.0,False,0.14,AP20133-0-28
black,female,2018-06-01,60637,49701.0,personal,22.608717119994623,48,12557.0,True,1.82,AP20186-1-73
hispanic/latino,female,2012-10-01,60623,65908.0,auto,4.918088865556498,60,18822.0,False,0.16,AP201210-1-9
hispanic/latino,female,2014-08-01,60625,1401.0,personal,16.77327616106947,12,12.0,False,0.09,AP20148-3-74
black,female,2013-01-01,60623,11682.0,personal,5.146593328683022,18,1339.0,False,0.14,AP20131-2-59
white,male,2017-05-01,60626,15592.0,personal,21.7277406321629,48,1124.0,False,0.91,AP20175-2-80
black,female,2011-11-01,60623,39415.0,auto,5.570441664240818,72,25671.0,False,0.08,AP201111-3-1
asian,female,2011-02-01,60611,451.0,personal,13.22078777101014,12,59.0,False,0.16,AP20112-0-67
white,male,2017-02-01,60625,190072.0,personal,7.998819848876931,24,13862.0,True,,AP20172-3-90
